Date,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
16-Sep-20,EQ,986,"1,005.65",982,982.45,"1,001.80","1,001.75",991.46,"1,005.65",509.25,"1,00,59,392","9,97,34,73,916.20","2,39,939"
15-Sep-20,EQ,979.5,994,971.65,978.4,981.4,982.45,982.27,994,509.25,"1,16,08,223","11,40,23,71,128.65","2,52,665"
14-Sep-20,EQ,957,991.05,948.3,945.7,975,978.4,976.06,991.05,509.25,"2,18,71,591","21,34,79,11,659.75","3,42,353"
11-Sep-20,EQ,934.9,954.15,931,940.05,944.5,945.7,945.41,986.45,509.25,"66,72,082","6,30,78,65,395.75","1,24,065"
10-Sep-20,EQ,935.3,942,924.8,927.75,939.65,940.05,934.08,986.45,509.25,"51,72,091","4,83,11,22,431.90","1,01,735"
09-Sep-20,EQ,935,946,926,939.3,928.2,927.75,933.78,986.45,509.25,"55,29,150","5,16,30,32,076.50","1,33,068"
08-Sep-20,EQ,929.95,952,925.55,925.05,938.8,939.3,942.77,986.45,509.25,"1,28,92,115","12,15,42,47,390.25","2,00,293"
07-Sep-20,EQ,918.9,927.55,913.05,919.15,925.55,925.05,921.27,986.45,509.25,"67,00,450","6,17,29,52,176.90","1,01,639"
04-Sep-20,EQ,915,929.5,914.45,935.55,920.5,919.15,921.81,986.45,509.25,"86,50,414","7,97,40,78,250.95","1,46,258"
03-Sep-20,EQ,926.5,949.4,924,924,935.2,935.55,937.36,986.45,509.25,"88,28,016","8,27,50,49,706.35","1,30,511"
02-Sep-20,EQ,915,926.4,913.5,914.15,923.6,924,920.9,986.45,509.25,"56,78,696","5,22,94,93,200.00","1,05,709"
01-Sep-20,EQ,926.25,935,912.1,928.6,917.95,914.15,921.79,986.45,509.25,"69,07,783","6,36,75,07,047.55","1,17,189"
31-Aug-20,EQ,935.25,950.5,914.6,935.25,919.7,928.6,933.36,986.45,509.25,"1,28,08,369","11,95,48,11,845.40","2,06,060"
28-Aug-20,EQ,951.45,952.5,933.05,947.05,935.05,935.25,940.5,986.45,509.25,"75,93,988","7,14,21,34,781.30","1,80,829"
27-Aug-20,EQ,960,960.95,945.2,950.8,950.8,947.05,952.03,986.45,509.25,"61,54,300","5,85,91,08,364.45","1,24,639"
26-Aug-20,EQ,941.25,954.25,938.4,938.1,953.5,950.8,945.03,986.45,509.25,"51,53,663","4,87,03,49,606.40","1,14,894"
25-Aug-20,EQ,947.5,948.65,933.6,947.4,938.6,938.1,940.65,986.45,509.25,"62,33,923","5,86,39,27,589.80","1,05,761"
24-Aug-20,EQ,947,952,939.2,948.8,948.55,947.4,946.24,986.45,509.25,"57,98,579","5,48,68,19,045.35","1,53,799"
21-Aug-20,EQ,963.05,963.45,946.55,955.15,949.8,948.8,951.89,986.45,509.25,"65,13,784","6,20,04,35,488.95","1,23,340"
20-Aug-20,EQ,958.9,965.5,951.3,959.3,951.8,955.15,957.55,986.45,509.25,"56,56,667","5,41,65,30,383.70","1,23,695"
19-Aug-20,EQ,970.9,971.55,957.45,967.55,960,959.3,963.05,986.45,509.25,"66,22,744","6,37,80,66,100.85","1,25,391"
18-Aug-20,EQ,963.9,969.2,958.7,957.5,967.1,967.55,964.28,986.45,509.25,"61,42,171","5,92,27,44,205.10","1,19,041"
17-Aug-20,EQ,954.1,972.45,954.1,953.6,958.3,957.5,962.38,986.45,509.25,"90,08,716","8,66,97,69,419.80","1,40,270"
14-Aug-20,EQ,955.85,963,952.05,951.2,954.5,953.6,957.2,986.45,509.25,"46,63,873","4,46,42,57,395.40","88,402"
13-Aug-20,EQ,954.8,968.5,948.25,954.95,952.3,951.2,956.51,986.45,509.25,"50,97,705","4,87,60,25,984.20","87,144"
12-Aug-20,EQ,948,958.8,942.2,948.45,952.85,954.95,950.21,986.45,509.25,"69,08,732","6,56,47,23,271.45","89,286"
11-Aug-20,EQ,949.9,962,946.1,951.35,950.5,948.45,953.42,986.45,509.25,"68,02,508","6,48,56,71,474.65","92,778"
10-Aug-20,EQ,948.9,956.8,945.3,950.9,950.55,951.35,952.75,986.45,509.25,"57,16,472","5,44,63,42,904.05","1,02,663"
07-Aug-20,EQ,969.45,969.45,949,970.85,951.65,950.9,955.24,986.45,509.25,"80,10,973","7,65,23,89,955.25","1,59,251"
06-Aug-20,EQ,953.5,974.4,942.5,944.7,972,970.85,962.12,986.45,509.25,"1,09,76,523","10,56,07,71,158.20","2,02,937"
05-Aug-20,EQ,952,960.95,938.3,949.85,944.5,944.7,947.7,986.45,509.25,"96,16,176","9,11,32,24,804.75","1,70,591"
04-Aug-20,EQ,960.45,970.7,940.55,956.9,952,949.85,949.99,986.45,509.25,"1,11,33,259","10,57,65,16,986.20","1,66,839"
03-Aug-20,EQ,960,965.4,947.45,966,955.3,956.9,954.94,986.45,509.25,"84,80,166","8,09,80,76,651.40","1,64,566"
31-Jul-20,EQ,969.25,986.45,953.3,961.45,967.75,966,971.12,986.45,509.25,"1,27,04,359","12,33,74,23,707.70","1,95,979"
30-Jul-20,EQ,962,972.65,958.75,954.15,962.15,961.45,965.59,972.65,509.25,"1,24,92,569","12,06,27,41,576.70","2,22,807"
29-Jul-20,EQ,953.25,960,943.6,962.85,951.95,954.15,952.22,967.55,509.25,"1,11,52,710","10,61,98,17,805.65","2,12,215"
28-Jul-20,EQ,946,967.55,941.2,948.45,960.6,962.85,953.58,967.55,509.25,"1,58,19,466","15,08,50,58,374.45","2,20,010"
27-Jul-20,EQ,921.55,952.8,918.65,922.85,947.15,948.45,939.16,955.5,509.25,"1,68,28,218","15,80,44,36,676.55","2,78,528"
24-Jul-20,EQ,903.25,925.75,903.25,907.95,921.2,922.85,915.28,955.5,509.25,"1,82,09,670","16,66,69,89,753.65","2,40,036"
23-Jul-20,EQ,915.65,915.8,900.65,917.9,911.25,907.95,907.32,955.5,509.25,"1,30,52,804","11,84,30,97,055.65","2,03,420"
22-Jul-20,EQ,938.95,939,910,936.75,919.25,917.9,921.44,955.5,509.25,"1,43,54,421","13,22,67,74,280.80","1,91,180"
21-Jul-20,EQ,945,949.7,929.2,934.3,937.35,936.75,937.15,955.5,509.25,"1,28,77,814","12,06,83,83,201.45","2,09,340"
